Title,Author,Rating
"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,"4.45 avg rating — 68,108 ratings"
"The Firm (The Firm, #1)",John Grisham,"4.25 avg rating — 106,344 ratings"
"Shadow Puppets (The Shadow Series, #3)",Orson Scott Card,"3.90 avg rating — 61,172 ratings"
While Time Remains: A North Korean Defector's Search for Freedom in America,Yeonmi Park,"3.99 avg rating — 4,577 ratings"
The Iliad,Homer,"3.92 avg rating — 486,772 ratings"
"Heir to the Shadows (The Black Jewels, #2)",Anne Bishop,"4.32 avg rating — 29,067 ratings"
"Immortal Beloved (Immortal Beloved, #1)",Cate Tiernan,"4.09 avg rating — 15,002 ratings"
The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"4.20 avg rating — 61,969 ratings"
Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,C.S. Lewis,"4.18 avg rating — 11,627 ratings"
"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner,"4.18 avg rating — 44,832 ratings"
"Bite Club (The Morganville Vampires, #10)",Rachel Caine,"4.21 avg rating — 31,214 ratings"
Happy Halloween,Othen Donald Dale Cummings,4.64 avg rating — 55 ratings
La vie devant soi,Romain Gary,"4.22 avg rating — 35,396 ratings"
"The Revenge of Seven (Lorien Legacies, #5)",Pittacus Lore,"4.25 avg rating — 52,891 ratings"
"The Gilded Cage (The Prison Healer, #2)",Lynette Noni,"4.27 avg rating — 83,998 ratings"
"All Fall Down (Embassy Row, #1)",Ally Carter,"3.85 avg rating — 30,471 ratings"
Zeno's Conscience,Italo Svevo,"3.77 avg rating — 30,366 ratings"
The Wright Brothers,David McCullough,"4.17 avg rating — 96,112 ratings"
The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"4.16 avg rating — 171,343 ratings"
The Inmate,Freida McFadden,"4.03 avg rating — 823,709 ratings"
"The Chemistry of Death (David Hunter, #1)",Simon Beckett,"4.18 avg rating — 35,915 ratings"
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"4.39 avg rating — 359,225 ratings"
Paddy Clarke Ha Ha Ha,Roddy Doyle,"3.75 avg rating — 23,753 ratings"
"Seduction and Snacks (Chocolate Lovers, #1)",Tara Sivec,"4.06 avg rating — 53,285 ratings"
"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey,"3.91 avg rating — 20,316 ratings"
Six Days of the Condor,James Grady,"4.08 avg rating — 19,285 ratings"
"Girl, Serpent, Thorn",Melissa Bashardoust,"3.65 avg rating — 40,766 ratings"
The Christmas Sweater,Glenn Beck,"3.83 avg rating — 17,022 ratings"
"Chainfire (Sword of Truth, #9)",Terry Goodkind,"3.95 avg rating — 53,646 ratings"
Every Soul a Star,Wendy Mass,"4.10 avg rating — 25,059 ratings"
"All the Lies (Mindf*ck, #4)",S.T. Abby,"4.51 avg rating — 250,917 ratings"
Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,"3.98 avg rating — 31,084 ratings"
"Naked (The Blackstone Affair, #1)",Raine Miller,"really liked it 4.00 avg rating — 74,547 ratings"
"Das erste Buch der Träume (Silber, #1)",Kerstin Gier,"4.11 avg rating — 51,989 ratings"
The Storied Life of A.J. Fikry,Gabrielle Zevin,"4.04 avg rating — 337,898 ratings"
"Plainsong (Plainsong, #1)",Kent Haruf,"4.04 avg rating — 77,359 ratings"
"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,"3.97 avg rating — 80,195 ratings"
"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,"4.07 avg rating — 42,127 ratings"
Battle Hymn of the Tiger Mother,Amy  Chua,"3.66 avg rating — 53,462 ratings"
"Consider Phlebas (Culture, #1)",Iain M. Banks,"3.85 avg rating — 96,798 ratings"
Eleanor Oliphant Is Completely Fine,Gail Honeyman,"4.23 avg rating — 1,348,224 ratings"
The Door Into Summer,Robert A. Heinlein,"4.02 avg rating — 27,897 ratings"
"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,"3.93 avg rating — 42,585 ratings"
"The Human Stain (The American Trilogy, #3)",Philip Roth,"3.92 avg rating — 44,079 ratings"
"Valiant (New Species, #3)",Laurann Dohner,"4.28 avg rating — 24,585 ratings"
"Only Time Will Tell (The Clifton Chronicles, #1)",Jeffrey Archer,"4.11 avg rating — 93,425 ratings"
The Sot-Weed Factor,John Barth,"4.12 avg rating — 7,571 ratings"
"Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)",Rick Riordan,"4.27 avg rating — 29,279 ratings"
"Breathe (Sea Breeze, #1)",Abbi Glines,"3.85 avg rating — 83,956 ratings"
Next,Michael Crichton,"3.53 avg rating — 75,814 ratings"
"Goddess of Spring (Goddess Summoning, #2)",P.C. Cast,"4.19 avg rating — 11,024 ratings"
The Misanthrope,Molière,"3.76 avg rating — 24,648 ratings"
Uncanny Alliance (Jack Ludefance PI Series),Behcet Kaya,"4.38 avg rating — 1,127 ratings"
"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,"4.14 avg rating — 60,098 ratings"
"Some Kind of Perfect (Calloway Sisters, #5)",Krista Ritchie,"4.61 avg rating — 29,349 ratings"
"Vanish (Firelight, #2)",Sophie Jordan,"3.90 avg rating — 34,282 ratings"
The End of Mr. Y,Scarlett Thomas,"3.77 avg rating — 18,048 ratings"
You're Never Weird on the Internet,Felicia Day,"4.07 avg rating — 49,716 ratings"
Bloodline,Sidney Sheldon,"3.86 avg rating — 34,650 ratings"
"Dreams Made Flesh (The Black Jewels, #5)",Anne Bishop,"4.34 avg rating — 17,715 ratings"
George's Marvellous Medicine,Roald Dahl,"4.02 avg rating — 96,796 ratings"
"Etiquette & Espionage (Finishing School, #1)",Gail Carriger,"3.83 avg rating — 51,044 ratings"
Alive: The Story of the Andes Survivors,Piers Paul Read,"4.14 avg rating — 80,344 ratings"
"White Cat (Curse Workers, #1)",Holly Black,"3.79 avg rating — 50,155 ratings"
Origins,Angelo Tsanatelis,3.98 avg rating — 60 ratings
The God Complex,Chris Titus,"3.71 avg rating — 1,473 ratings"
"Cold Days (The Dresden Files, #14)",Jim  Butcher,"4.47 avg rating — 103,944 ratings"
Curse of The Salute,Anastacia Moore,"3.54 avg rating — 1,922 ratings"
"We Got Zombies on the Lawn Again, Ma (Ax Handel's Special Zombie Notebooks, #1)",Donnie  Smith,3.58 avg rating — 128 ratings
The Beech Tree,Don  Phelan,4.13 avg rating — 115 ratings
The Complete Poetry and Prose,William Blake,"4.26 avg rating — 16,770 ratings"
The Secret Agent,Joseph Conrad,"3.58 avg rating — 23,979 ratings"
"Excession (Culture, #5)",Iain M. Banks,"4.20 avg rating — 33,119 ratings"
"Sons of Destiny (Cirque du Freak, #12)",Darren Shan,"4.21 avg rating — 23,346 ratings"
"Dark Desire (Dark, #2)",Christine Feehan,"4.19 avg rating — 32,325 ratings"
"I Am Not a Serial Killer (John Cleaver, #1)",Dan Wells,"3.79 avg rating — 40,822 ratings"
The Manson File: Myth and Reality of an Outlaw Shaman,Nikolas Schreck,4.18 avg rating — 356 ratings
How To NOT Be An Idiot When You Get Divorced,Jaeson D. Rau,4.18 avg rating — 206 ratings
The Forgotten Lock,Damien Wolfe,4.91 avg rating — 187 ratings
Lost and Found,Dawn Chalker,4.41 avg rating — 466 ratings
"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,"4.03 avg rating — 94,049 ratings"
Push,Sapphire,"3.87 avg rating — 57,659 ratings"
Seize the Night (Dark-Hunter #6),Sherrilyn Kenyon,"4.35 avg rating — 48,429 ratings"
Funny Story,Emily Henry,"4.21 avg rating — 1,003,401 ratings"
Goblinheart,Brett Axel,4.38 avg rating — 193 ratings
Temptation and Denial,Adam Nicke,4.62 avg rating — 165 ratings
"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,"4.03 avg rating — 44,415 ratings"
....Și la sfârșit a mai rămas coșmarul,Oliviu Crâznic,4.45 avg rating — 217 ratings
Rules of Civility,Amor Towles,"4.09 avg rating — 258,372 ratings"
Mastery,Robert Greene,"4.26 avg rating — 46,125 ratings"
Why We Never Repeat Jokes?,Ramzy Sweis,4.23 avg rating — 226 ratings
"Murder Most Unladylike (Murder Most Unladylike, #1)",Robin Stevens,"4.03 avg rating — 25,956 ratings"
"Muhammad, the World-Changer: An Intimate Portrait",Mohamad Jebara,4.47 avg rating — 554 ratings
The Death and Life of Charlie St. Cloud,Ben Sherwood,"really liked it 4.00 avg rating — 55,882 ratings"
"Openly Straight (Openly Straight, #1)",Bill Konigsberg,"3.86 avg rating — 33,973 ratings"
"Wild Seed (Patternist, #1)",Octavia E. Butler,"4.21 avg rating — 37,666 ratings"
"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen        King,"4.07 avg rating — 175,126 ratings"
Chesapeake,James A. Michener,"4.22 avg rating — 26,671 ratings"
Stumbling on Happiness,Daniel Todd Gilbert,"3.82 avg rating — 62,766 ratings"
The Koalemos Initiative,P.H. Wilson,3.82 avg rating — 45 ratings
Scrappy Little Nobody,Anna Kendrick,"3.85 avg rating — 101,551 ratings"
The Bone Clocks,David Mitchell,"3.84 avg rating — 98,702 ratings"
"Faceless Killers (Kurt Wallander, #1)",Henning Mankell,"3.76 avg rating — 77,322 ratings"
"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,"4.15 avg rating — 165,461 ratings"
The Rootless,Angelo Tsanatelis,4.35 avg rating — 34 ratings
Moon Over Manifest,Clare Vanderpool,"4.04 avg rating — 35,484 ratings"
Grim Fairy Tales,Adam Nicke,4.55 avg rating — 139 ratings
"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"3.82 avg rating — 614,631 ratings"
The Seven Storey Mountain,Thomas Merton,"4.08 avg rating — 20,222 ratings"
The Devil and Miss Prym,Paulo Coelho,"3.62 avg rating — 72,993 ratings"
"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,"4.08 avg rating — 27,529 ratings"
"Rock Chick (Rock Chick, #1)",Kristen Ashley,"4.17 avg rating — 59,063 ratings"
How I Live Now,Meg Rosoff,"3.58 avg rating — 46,488 ratings"
In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,"4.49 avg rating — 96,806 ratings"
Marriage for One,Ella Maise,"3.85 avg rating — 101,797 ratings"
The Drowned World,J.G. Ballard,"3.48 avg rating — 19,920 ratings"
Leaving Time,Jodi Picoult,"really liked it 4.00 avg rating — 195,635 ratings"
Only Forward,Michael Marshall Smith,"4.22 avg rating — 6,016 ratings"
Ceremony,Leslie Marmon Silko,"3.84 avg rating — 25,502 ratings"
Light a Penny Candle,Maeve Binchy,"3.97 avg rating — 21,993 ratings"
The Broken Wings,Kahlil Gibran,"3.96 avg rating — 27,279 ratings"
Radio Silence,Alice Oseman,"4.18 avg rating — 123,590 ratings"
The Fool's Progress,Edward Abbey,"4.22 avg rating — 3,766 ratings"
"The Fever Code (The Maze Runner, #0.5)",James Dashner,"4.03 avg rating — 77,322 ratings"
"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,"4.39 avg rating — 83,291 ratings"
Rumble Fish,S.E. Hinton,"3.80 avg rating — 25,217 ratings"
Çalıkuşu,Reşat Nuri Güntekin,"4.32 avg rating — 17,631 ratings"
"Dragonquest (Dragonriders of Pern, #2)",Anne McCaffrey,"4.10 avg rating — 51,908 ratings"
The Bastard of Istanbul,Elif Shafak,"3.88 avg rating — 60,432 ratings"
Ghost Doors,Frank  Lambert,4.30 avg rating — 641 ratings
"Mad Love (DCYE, #3)",Lynessa Layne,4.36 avg rating — 207 ratings
Cut,Patricia McCormick,"3.76 avg rating — 59,661 ratings"
"Uncommon Criminals (Heist Society, #2)",Ally Carter,"4.13 avg rating — 44,020 ratings"
The Argonauts,Maggie Nelson,"4.02 avg rating — 53,720 ratings"
"Lords of the North (The Saxon Stories, #3)",Bernard Cornwell,"4.36 avg rating — 50,984 ratings"
"Birthmarked (Birthmarked, #1)",Caragh M. O'Brien,"3.89 avg rating — 48,651 ratings"
The Last Sunset,Bob Atkinson,4.17 avg rating — 217 ratings
"Raven's Gate (Power of Five, #1)",Anthony Horowitz,"3.90 avg rating — 28,246 ratings"
The Sluts,Dennis Cooper,"3.78 avg rating — 7,933 ratings"
"Count Zero (Sprawl, #2)",William Gibson,"4.02 avg rating — 57,673 ratings"
Crush,Richard Siken,"4.34 avg rating — 40,394 ratings"
"Pani Jeziora (Saga o Wiedźminie, #5)",Andrzej Sapkowski,"4.09 avg rating — 93,033 ratings"
I Let You Go,Clare Mackintosh,"4.04 avg rating — 149,240 ratings"
The Night Watch,Sarah Waters,"3.70 avg rating — 32,546 ratings"
"The Sanatorium (Detective Elin Warner, #1)",Sarah  Pearse,"3.36 avg rating — 191,627 ratings"
You Are the Placebo: Making Your Mind Matter,Joe Dispenza,"4.26 avg rating — 12,783 ratings"
"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,"4.27 avg rating — 26,537 ratings"
Beauty Queens,Libba Bray,"3.62 avg rating — 54,946 ratings"
"The Girl Who Could Fly (Piper McCloud, #1)",Victoria Forester,"4.10 avg rating — 17,094 ratings"
"And I Darken (The Conqueror's Saga, #1)",Kiersten White,"3.81 avg rating — 52,724 ratings"
"Third Grave Dead Ahead (Charley Davidson, #3)",Darynda Jones,"4.35 avg rating — 46,812 ratings"
"The Predator (Dark Verse, #1)",RuNyx,"3.99 avg rating — 119,030 ratings"
Giants in the Earth,O.E. Rølvaag,"4.04 avg rating — 5,993 ratings"
Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,"4.17 avg rating — 99,935 ratings"
Sister,Rosamund Lupton,"3.77 avg rating — 54,803 ratings"
Gargantua and Pantagruel,François Rabelais,"3.65 avg rating — 15,885 ratings"
A Life on Our Planet: My Witness Statement and a Vision for the Future,David Attenborough,"4.50 avg rating — 32,394 ratings"
"Pieces of Her (Andrea Oliver, #1)",Karin Slaughter,"3.83 avg rating — 137,868 ratings"
"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,"3.84 avg rating — 166,795 ratings"
Vernon God Little,D.B.C. Pierre,"3.61 avg rating — 33,285 ratings"
"The Threat Below (Brathius History, #1)",Jason Latshaw,"4.11 avg rating — 1,629 ratings"
Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,Gleb Tsipursky,4.40 avg rating — 55 ratings
So You've Been Publicly Shamed,Jon Ronson,"3.93 avg rating — 64,824 ratings"
The Singing Trees,Boo Walker,"4.23 avg rating — 44,169 ratings"
"Jesus the Christ: A Study of the Messiah and His Mission According to Holy Scriptures, Both Ancient and Modern",James E. Talmage,"4.62 avg rating — 23,274 ratings"
"The Captive Part II / The Power (The Secret Circle, #2-3)",L.J. Smith,"4.09 avg rating — 19,573 ratings"
"And Only to Deceive (Lady Emily, #1)",Tasha Alexander,"3.76 avg rating — 21,242 ratings"
Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"3.88 avg rating — 92,521 ratings"
Hidden Figures,Margot Lee Shetterly,"3.96 avg rating — 110,989 ratings"
"A Crystal of Time (The School for Good and Evil: The Camelot Years, #2)",Soman Chainani,"4.28 avg rating — 19,959 ratings"
The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"4.21 avg rating — 37,192 ratings"
My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,"3.79 avg rating — 111,026 ratings"
Valentine,Julie Mannino,4.18 avg rating — 118 ratings
Facing the Mountain: A True Story of Japanese American Heroes in World War II,Daniel James Brown,"4.49 avg rating — 11,614 ratings"
The Robber Bride,Margaret Atwood,"3.83 avg rating — 48,661 ratings"
Orthodoxy,G.K. Chesterton,"4.19 avg rating — 40,588 ratings"
"Vengeful (Villains, #2)",Victoria E. Schwab,"4.13 avg rating — 117,451 ratings"
If Beale Street Could Talk,James Baldwin,"4.27 avg rating — 72,960 ratings"
Q & A,Vikas Swarup,"4.02 avg rating — 37,450 ratings"
Wicked (A Wicked Trilogy #1),Jennifer L. Armentrout,"3.94 avg rating — 57,596 ratings"
The Boy in the Cellar,Stephen Smith,"4.41 avg rating — 2,014 ratings"
The Irish Boarding House (The Irish Boarding House #1),Sandy Taylor,"4.14 avg rating — 13,757 ratings"
Saving Noah,Lucinda Berry,"3.92 avg rating — 131,681 ratings"
The Final Steps: A Harbor Springs Cozy Legal Mystery,Mark M. Bello,4.34 avg rating — 413 ratings
"In the Night Garden (The Orphan's Tales, #1)",Catherynne M. Valente,"4.03 avg rating — 9,240 ratings"
الطنطورية,Radwa Ashour,"4.36 avg rating — 28,326 ratings"
How to Kill a Rock Star,Tiffanie DeBartolo,"4.06 avg rating — 15,679 ratings"
"Fable (The World of the Narrows, #1)",Adrienne Young,"4.01 avg rating — 108,793 ratings"
The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,"4.36 avg rating — 35,419 ratings"
Beyond the Moonlit Sea,Julianne MacLean,"4.15 avg rating — 47,598 ratings"
"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,"4.18 avg rating — 138,669 ratings"
"Fallout (Crank, #3)",Ellen Hopkins,"4.26 avg rating — 38,939 ratings"
"I, the Sun",Janet E. Morris,4.20 avg rating — 453 ratings
"Transfer of Power (Mitch Rapp, #3)",Vince Flynn,"4.34 avg rating — 58,558 ratings"
"Mortal Coil (Skulduggery Pleasant, #5)",Derek Landy,"4.45 avg rating — 22,766 ratings"
"Attack on Titan, Vol. 1",Hajime Isayama,"4.48 avg rating — 272,290 ratings"
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,"3.69 avg rating — 102,263 ratings"
"The Body in the Library (Miss Marple, #2)",Agatha Christie,"3.82 avg rating — 119,630 ratings"
"The Healer's Apprentice (Hagenheim, #1)",Melanie Dickerson,"3.84 avg rating — 24,451 ratings"
"Dawn (Warriors: The New Prophecy, #3)",Erin Hunter,"4.32 avg rating — 36,089 ratings"
"Midnight Tides (Malazan Book of the Fallen, #5)",Steven Erikson,"4.42 avg rating — 45,324 ratings"
"The Outcasts (Brotherband Chronicles, #1)",John Flanagan,"4.39 avg rating — 31,875 ratings"
"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,"3.86 avg rating — 47,700 ratings"
Ellen Foster,Kaye Gibbons,"3.79 avg rating — 31,602 ratings"
Born Standing Up: A Comic's Life,Steve  Martin,"3.88 avg rating — 104,895 ratings"
"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,"3.84 avg rating — 48,241 ratings"
"Academ's Fury (Codex Alera, #2)",Jim  Butcher,"4.27 avg rating — 72,738 ratings"
"Catching Jordan (Hundred Oaks, #1)",Miranda Kenneally,"3.83 avg rating — 64,165 ratings"
"Akarnae (The Medoran Chronicles, #1)",Lynette Noni,"4.21 avg rating — 12,926 ratings"
"Twilight: The Graphic Novel, Vol. 1",Young Kim,"3.90 avg rating — 58,280 ratings"
"The Mighty Storm (The Storm, #1)",Samantha Towle,"4.15 avg rating — 74,023 ratings"
أحببتك أكثر مما ينبغي,أثير عبدالله النشمي,"3.56 avg rating — 54,460 ratings"
"A Closed and Common Orbit (Wayfarers, #2)",Becky  Chambers,"4.37 avg rating — 82,437 ratings"
Local Woman Missing,Mary Kubica,"4.13 avg rating — 648,327 ratings"
"A Day of Fallen Night (The Roots of Chaos, #0)",Samantha Shannon,"4.34 avg rating — 47,407 ratings"
"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,"4.06 avg rating — 294,667 ratings"
The Fifth Mountain,Paulo Coelho,"3.63 avg rating — 45,380 ratings"
"Origins (The Vampire Diaries: Stefan's Diaries, #1)",L.J. Smith,"4.13 avg rating — 96,863 ratings"
"Wundersmith: The Calling of Morrigan Crow (Nevermoor, #2)",Jessica Townsend,"4.47 avg rating — 39,308 ratings"
"A ​Sky Beyond the Storm (An Ember in the Ashes, #4)",Sabaa Tahir,"4.29 avg rating — 73,485 ratings"
All the Missing Girls,Megan Miranda,"3.71 avg rating — 232,647 ratings"
"Whispers of the Dead (David Hunter, #3)",Simon Beckett,"4.16 avg rating — 17,301 ratings"
